epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,32.6843,0.88359,1.05334,1.15959,0,0,0,0,0,6.61719,0,0.000493928,0.000493928,0.000493928
60,33.226,0.66257,0.92015,1.13443,0,0,0,0,0,6.67969,0,0.000490762,0.000490762,0.000490762
61,33.7437,0.80741,1.03041,1.16866,0,0,0,0,0,6.67969,0,0.0004872,0.0004872,0.0004872
62,34.2848,0.83767,0.9174,1.21016,0,0,0,0,0,6.67969,0,0.000483242,0.000483242,0.000483242
63,34.8399,0.99059,1.2565,1.21374,0,0,0,0,0,6.6875,0,0.000478888,0.000478888,0.000478888
64,35.4084,0.97241,1.57568,1.32436,0,0,0,0,0,6.6875,0,0.000474138,0.000474138,0.000474138
65,35.9603,0.70195,1.18919,1.22204,0,0,0,0,0,6.6875,0,0.000468992,0.000468992,0.000468992
66,36.517,0.78463,1.00636,1.11504,0,0,0,0,0,6.67188,0,0.00046345,0.00046345,0.00046345
67,37.0357,0.95415,1.06741,1.14871,0,0,0,0,0,6.67188,0,0.000457512,0.000457512,0.000457512
68,37.5872,0.75671,0.90739,0.95449,0,0,0,0,0,6.67188,0,0.000451178,0.000451178,0.000451178
69,38.1594,1.16856,1.41553,1.54278,0,0,0,0,0,6.57031,0,0.000444448,0.000444448,0.000444448
70,38.7119,0.71644,0.96859,1.12155,0,0,0,0,0,6.57031,0,0.000437322,0.000437322,0.000437322
71,39.2562,0.83064,1.04506,1.16778,0,0,0,0,0,6.57031,0,0.0004298,0.0004298,0.0004298
72,39.858,0.71537,1.22722,1.14899,0,0,0,0,0,6.5,0,0.000421882,0.000421882,0.000421882
73,40.3657,0.87403,0.95779,1.05666,0,0,0,0,0,6.5,0,0.000413568,0.000413568,0.000413568
74,40.8839,0.64513,0.87395,0.96715,0,0,0,0,0,6.5,0,0.000404858,0.000404858,0.000404858
75,41.4334,0.98773,1.31229,1.3257,0,0,0,0,0,6.55859,0,0.000395752,0.000395752,0.000395752
76,41.9984,0.51728,0.82231,0.96533,0,0,0,0,0,6.55859,0,0.00038625,0.00038625,0.00038625
77,42.5421,0.72994,1.54948,1.20143,0,0,0,0,0,6.55859,0,0.000376352,0.000376352,0.000376352
78,43.0964,0.58655,0.81622,1.03357,0,0,0,0,0,6.76172,0,0.000366058,0.000366058,0.000366058
79,43.6261,0.95555,1.22693,1.3212,0,0,0,0,0,6.76172,0,0.000355368,0.000355368,0.000355368
80,44.2135,0.84438,1.08649,1.13747,0,0,0,0,0,6.76172,0,0.000344282,0.000344282,0.000344282
81,44.7806,0.64383,0.84194,1.01841,0,0,0,0,0,7.05078,0,0.0003328,0.0003328,0.0003328
82,45.3385,0.44136,0.73065,0.90536,0,0,0,0,0,7.05078,0,0.000320922,0.000320922,0.000320922
83,45.8773,0.99868,1.14611,1.35971,0,0,0,0,0,7.05078,0,0.000308648,0.000308648,0.000308648
84,46.4662,0.85142,1.12052,1.2686,0,0,0,0,0,7.3125,0,0.000295978,0.000295978,0.000295978
85,47.0037,0.70972,1.60211,1.2474,0,0,0,0,0,7.3125,0,0.000282912,0.000282912,0.000282912
86,47.5509,0.72773,0.82618,1.06989,0,0,0,0,0,7.3125,0,0.00026945,0.00026945,0.00026945
87,48.0988,1.02658,1.53888,1.62956,0,0,0,0,0,7.3125,0,0.000255592,0.000255592,0.000255592
88,48.6455,0.98098,1.14446,1.37836,0,0,0,0,0,7.69141,0,0.000241338,0.000241338,0.000241338
89,49.2653,0.75404,1.06593,1.01002,0,0,0,0,0,7.69141,0,0.000226688,0.000226688,0.000226688
90,49.7979,1.0068,1.19159,1.49799,0,0,0,0,0,7.69141,0,0.000211642,0.000211642,0.000211642
91,51.0357,0.5457,1.25387,1.05807,0,0,0,0,0,7.69141,0,0.0001962,0.0001962,0.0001962
92,51.6599,0.51243,1.26922,1.03052,0,0,0,0,0,7.82031,0,0.000180362,0.000180362,0.000180362
93,52.2024,0.52517,1.15179,1.00286,0,0,0,0,0,7.82031,0,0.000164128,0.000164128,0.000164128
94,52.7422,0.48318,1.23139,1.02683,0,0,0,0,0,7.82031,0,0.000147498,0.000147498,0.000147498
95,53.2861,0.46236,0.99168,1.01823,0,0,0,0,0,7.82031,0,0.000130472,0.000130472,0.000130472
96,53.8486,0.52729,1.11506,0.99215,0,0,0,0,0,8,0,0.00011305,0.00011305,0.00011305
97,54.396,0.56561,1.14019,1.00537,0,0,0,0,0,8,0,9.5232e-05,9.5232e-05,9.5232e-05
98,54.9411,0.76139,1.38796,0.95279,0,0,0,0,0,8,0,7.7018e-05,7.7018e-05,7.7018e-05
99,55.4789,0.63051,1.31315,1.04599,0,0,0,0,0,8,0,5.8408e-05,5.8408e-05,5.8408e-05
100,56.0307,0.43471,1.11949,1.03035,0,0,0,0,0,8.21094,0,3.9402e-05,3.9402e-05,3.9402e-05
